,JOB_TITLE,Company_Name,link,Location,Time
750,Business Analysis - Specialist,Relic Consultancy Services,https://in.linkedin.com/company/future-and-beyond-consulting-and-technologies-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
751,Business Analyst,Talent Socio,https://in.linkedin.com/company/ia-ooo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
752,Business Analyst,Xomic Infotech Pvt. Ltd.,https://in.linkedin.com/company/aureate-labs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",3 days ago
753,Business Analyst- AI/ML,Nokia,https://in.linkedin.com/company/solguruz?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
754,Business Analyst Chennai,Citi,https://in.linkedin.com/company/hirexzo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 months ago
755,Business Analyst II (T),"RealPage, Inc.",https://www.linkedin.com/company/intuitive-apps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
756,Business Analyst_Shwetha-Infosys,CodersBrain,https://in.linkedin.com/company/ebizzinfotech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",6 months ago
757,Business Analyst,KiwiTech,https://sg.linkedin.com/company/twixor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",6 months ago
758,Business Analyst,KANINI,https://in.linkedin.com/company/hyrmus?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Chennai Area,2 weeks ago
759,Business Analyst,Corporate Steps,https://in.linkedin.com/company/multi-recruit?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
760,Business Analyst,Corporate Steps,https://www.linkedin.com/company/citi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
761,Business Analyst,NuStar Technologies,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 weeks ago
762,Business Analyst,Qrata,https://in.linkedin.com/company/business-tree-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",6 days ago
763,"Business Analyst II, Fraud And Abuse Prevention",Amazon,https://in.linkedin.com/company/business-tree-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",4 months ago
764,Business Analyst,Future and Beyond Consulting and Technologies Pvt Ltd,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Indore, Madhya Pradesh, India",1 day ago
765,Business Analyst,Infibeam,https://fr.linkedin.com/company/michelin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Faridabad, Haryana, India",1 day ago
766,Business Analyst,Aureate Labs,https://www.linkedin.com/company/amazon?trk=public_jobs_jserp-result_job-search-card-subtitle,"Surat, Gujarat, India",2 weeks ago
767,Business Analyst,SolGuruz®,https://ph.linkedin.com/company/eastvantage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",3 months ago
768,Business Analyst,HireXzo Solutions,https://www.linkedin.com/company/intuitive-apps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
769,Business Analyst,Intuitive Apps Inc.,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 week ago
770,Business Analyst,EbizzInfotech,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Surat, Gujarat, India",1 week ago
771,Business Analyst,Twixor,https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navi Mumbai, Maharashtra, India",3 months ago
772,Business Analyst,Hyrmus,https://ca.linkedin.com/company/i-lanam-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",3 months ago
773,Business Analyst,Multi Recruit,https://in.linkedin.com/company/business-tree-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 days ago
774,Risk Reporting Business Analyst - AVP,Citi,https://in.linkedin.com/company/accucia-softwares?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 months ago
775,Business Analyst II,"RealPage, Inc.",https://in.linkedin.com/company/os-management-consulting-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
776,Marketing Analyst,Business Tree Consultants,https://in.linkedin.com/company/adiyogitechnosoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ghaziabad, Uttar Pradesh, India",3 months ago
777,Marketing Analyst,Business Tree Consultants,https://www.linkedin.com/company/duck-creek-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ghaziabad, Uttar Pradesh, India",3 months ago
778,Business Analyst,Alp Consulting Ltd.,https://in.linkedin.com/company/ischoolconnect?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
779,Digital Business Analyst,Michelin,https://sg.linkedin.com/company/twixor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 month ago
780,"Business Analyst II, Fraud And Abuse Prevention",Amazon,https://www.linkedin.com/company/thewitslab?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
781,Business Analyst (on hold),Eastvantage,https://www.linkedin.com/company/genpact?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
782,Business Analyst,Intuitive Apps Inc.,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navi Mumbai, Maharashtra, India",3 weeks ago
783,Business Analyst,Fusion Plus Solutions Inc,https://uk.linkedin.com/company/nimble-appgenie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
784,Business Analyst II,"RealPage, Inc.",https://in.linkedin.com/company/think-exam-gw?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 days ago
785,"Business Analysis with etl tool+Prepare PDD and SDD, Perform ROI analysis_Varsha_WFO",CodersBrain,https://in.linkedin.com/company/think-exam-gw?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",1 month ago
786,Business Analyst,i-Lanam Technologies,https://in.linkedin.com/company/netconnectpvtltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",4 days ago
787,Marketing Analyst,Business Tree Consultants,https://www.linkedin.com/company/kiwitech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ghaziabad, Uttar Pradesh, India",4 days ago
788,Business Analyst,Accucia Softwares Pvt Ltd,https://in.linkedin.com/company/fint-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",5 days ago
789,Digital Marketing Analyst,OS Management Consulting Services,https://in.linkedin.com/company/inspiration-manpower-consultancy-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",1 month ago
790,Business Analyst,Adiyogi Technosoft Pvt. Ltd.,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jodhpur, Rajasthan, India",1 month ago
791,Business Analyst III,Duck Creek Technologies,https://www.linkedin.com/company/intuitive-apps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 weeks ago
792,Business Analyst,iSchoolConnect,https://www.linkedin.com/company/deloitte?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
793,Business Analyst,Twixor,https://in.linkedin.com/company/dealsinsight?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 months ago
794,Interesting Job Opportunity: Business Analyst,Wits Innovation Lab,https://uk.linkedin.com/company/natwest-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chandigarh, Chandigarh, India",1 month ago
795,Business Analyst - Qliksense Developer-ANA009070,Genpact,https://in.linkedin.com/company/silicon-it-hub-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",4 months ago
796,Business Analyst,Alp Consulting Ltd.,https://in.linkedin.com/company/business-tree-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
797,Business Analyst,Nimble AppGenie,https://in.linkedin.com/company/bdoinindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",3 months ago
798,Business Analyst,Think Exam - A Ginger Webs Company,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 weeks ago
799,Business Analyst,Think Exam - A Ginger Webs Company,https://sg.linkedin.com/company/twixor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",1 month ago
800,Business Analysts,NetConnectGlobal,https://in.linkedin.com/company/yo-hr-consultancy-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 months ago
801,Business Analyst-,KiwiTech,https://fr.linkedin.com/company/bnp-paribas?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",3 months ago
802,Business Analyst,Fint Solutions,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",5 months ago
803,BUSINESS EXCELLENCE ANALYST-CHENNAI,Inspiration Manpower Consultancy Pvt Ltd.,https://in.linkedin.com/company/ditinus-technology-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 months ago
804,Qualtrics XM Discover Business Analyst (3-6 yrs)- Remote,Luxoft,https://in.linkedin.com/company/printstopindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
805,"Business Analyst (Mortgage, real estate Domains)",Intuitive Apps Inc.,https://uk.linkedin.com/company/nimble-appgenie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",2 weeks ago
806,Senior Analyst - CMG - Storyteller,Deloitte,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
807,Business Analyst,DealsInsight Sales Consulting Pvt Ltd,https://in.linkedin.com/company/corporatesteps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 weeks ago
808,"Data Modeling Business Analyst, AVP",NatWest Group,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",6 months ago
809,Business Analyst,Silicon IT Hub,https://www.linkedin.com/company/genpact?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",5 months ago
810,Golden Chance for ___ Marketing Analyst,Business Tree Consultants,https://in.linkedin.com/company/v-konnect-associates?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ghaziabad, Uttar Pradesh, India",2 months ago
811,Associate Director - BAS -Forensics - BAS/DEL/0897,BDO in India,https://in.linkedin.com/company/ditinus-technology-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Alipur, Delhi, India",3 months ago
812,Search Engine Marketing Analyst,Uplers,https://www.linkedin.com/company/epam-systems?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gujarat, India",4 months ago
813,Business Analyst,Twixor,https://in.linkedin.com/company/gfl-recruitment-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 months ago
814,Business Analyst,YO HR Consultancy,https://in.linkedin.com/company/covinsys-technologies-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",4 days ago
815,Business Analyst,BNP Paribas,https://in.linkedin.com/company/inspiration-manpower-consultancy-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
816,BA with Healthcare Domain,Virtusa,https://in.linkedin.com/company/peelworks?trk=public_jobs_jserp-result_job-search-card-subtitle,"Andhra Pradesh, India",1 month ago
817,Sr. SEO Analyst,Ditinus™ Technology Private Ltd.,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sahibzada Ajit Singh Nagar, Punjab, India",4 months ago
818,Business Analyst,PrintStop India,https://de.linkedin.com/company/deutsche-bank?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
819,Business Analyst,Nimble AppGenie,https://uk.linkedin.com/company/nimble-appgenie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",1 month ago
820,Business Analyst,IDESLABS PRIVATE LIMITED,https://www.linkedin.com/company/varite?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
821,Asst. Manager / Dy. Manager Business Analyst.,Corporate Steps,https://in.linkedin.com/company/praveza-consultancy?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
822,Business Analyst - Change Management or AML( # HR-14459716 ) Remote,Luxoft,https://uk.linkedin.com/company/nimble-appgenie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 weeks ago
823,AM-Business Analysis-LIF013753,Genpact,https://in.linkedin.com/company/lobmax?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",5 months ago
824,Business Analyst,V-Konnect Associates,https://www.linkedin.com/company/nustar-technologies-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
825,Sr. Digital Marketing Analyst,Ditinus™ Technology Private Ltd.,https://www.linkedin.com/company/emerson?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sahibzada Ajit Singh Nagar, Punjab, India",3 weeks ago
826,Business Analyst - EIS,EPAM Systems,https://in.linkedin.com/company/hyrezy.com?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",2 weeks ago
827,Required for__ Digital Marketing Analyst,GFL Recruitment Private Limited,https://in.linkedin.com/company/cielhr?trk=public_jobs_jserp-result_job-search-card-subtitle,"Udaipur, Rajasthan, India",3 weeks ago
828,Business analyst,Covinsys Technologies Private Limited,https://in.linkedin.com/company/foursis-technical-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",6 days ago
829,"Operations analyst,BUSINESS ANALYST",Inspiration Manpower Consultancy Pvt Ltd.,https://in.linkedin.com/company/webnware-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 week ago
830,Techno Business Analyst,Peel-Works,https://in.linkedin.com/company/highpointstechnologiesindiapltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navi Mumbai, Maharashtra, India",2 weeks ago
831,Business Analyst II (T),"RealPage, Inc.",https://in.linkedin.com/company/fashiontvindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",5 days ago
832,BA AlgoS,Deutsche Bank,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
833,Business Analyst,Nimble AppGenie,https://in.linkedin.com/company/vasyerp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",3 months ago
834,Business Analyst - Business Analyst III,VARITE INC,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
835,Business Analyst,Praveza Consultancy Private Limited,https://in.linkedin.com/company/gfl-recruitment-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",5 months ago
836,Business Analyst,Nimble AppGenie,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",4 months ago
837,Business Analyst,LOBMAX,https://www.linkedin.com/company/galaxe-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Delhi Area,3 months ago
838,Business Analyst,NuStar Technologies,https://in.linkedin.com/company/yo-hr-consultancy-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Saket, Delhi, India",3 months ago
839,ERP Business Analyst- Operations,Emerson,https://in.linkedin.com/company/baoiam-innovations-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",6 days ago
840,Business Analyst,HyrEzy Talent Solutions LLP,https://www.linkedin.com/company/citi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",2 months ago
841,Require for the _CRM Analyst and Loyalty _ Gurugram,Acme Services Private Limited,https://in.linkedin.com/company/acmeservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",5 days ago
842,Share point and Business Analyst,CIEL HR,https://in.linkedin.com/company/peopledecode?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
843,Business Analyst,Foursis Technical Solutions,https://in.linkedin.com/company/exotel-techcom-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Rajkot, Gujarat, India",5 months ago
844,Business Analyst,Webnware Info Solutions Pvt. Ltd.,https://in.linkedin.com/company/thoucentric?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",4 months ago
845,IAM Business Analyst,HighPoints Technologies India (P) Ltd,https://in.linkedin.com/company/augusta-infotech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 weeks ago
846,Business Analyst,FashionTV India,https://www.linkedin.com/company/sigma_infosolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
847,Performance Marketing Analyst- WFH,Uplers,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 months ago
848,Business Analyst,VasyERP,https://in.linkedin.com/company/computer-software-&-solutions-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",1 month ago
849,BA with Healthcare Domain,Virtusa,https://in.linkedin.com/company/technoderivation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Andhra Pradesh, India",3 weeks ago
850,Senior Business Analyst_ Chennai,GFL Recruitment Private Limited,https://in.linkedin.com/company/arden-telecom?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 months ago
851,Business Analyst,Alp Consulting Ltd.,https://in.linkedin.com/company/kevitio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
852,Business Analyst,GalaxE.Solutions,https://in.linkedin.com/company/aarushi-infotech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru East, Karnataka, India",2 months ago
853,Business Analyst (Clinical_US Healthcare),YO HR Consultancy,https://in.linkedin.com/company/yudiz-solutions-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 weeks ago
854,Marketing Research Analyst,Baoiam Innovations Pvt Ltd,https://www.linkedin.com/company/omega-softwares?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Delhi Area,2 months ago
855,Technology Business Analyst,Citi,https://in.linkedin.com/company/inspiration-manpower-consultancy-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 days ago
856,Business Analyst,Acme Services,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",2 weeks ago
857,Immediate Reqt for Business Analyst,PeopleDecode,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
858,Lead Campaign Manager,Mirum Digital Pvt. Ltd.,https://in.linkedin.com/company/zartek-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
859,Business Analyst -Strategy & Pricing,Exotel,https://de.linkedin.com/company/pharmalexglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
860,Business Analyst,Thoucentric,https://www.linkedin.com/company/nisum-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
861,Business Analyst,Augusta Infotech,https://www.linkedin.com/company/varite?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",2 months ago
862,Business Analyst,Sigma Infosolutions Ltd.,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Indore, Madhya Pradesh, India",3 days ago
863,Business Analyst,Fusion Plus Solutions Inc,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
864,Business Analyst,Computer Software & Solutions International LLC,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
865,Business Analyst,Techno Derivation Pvt Ltd,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",1 week ago
866,Business Analyst,Arden Telecom Pvt Ltd,https://in.linkedin.com/company/the-talent-keepers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",2 months ago
867,Business Analyst,Kevit.io,https://in.linkedin.com/company/process-genie-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Rajkot, Gujarat, India",1 month ago
868,Caliper BSL: Business Analyst,Aarushi Infotech,https://in.linkedin.com/company/qweensnetwork?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
869,Business Analyst,Yudiz Solutions,https://uk.linkedin.com/company/natwest-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",2 months ago
870,Business Analyst,Omega Softwares,https://www.linkedin.com/company/acura-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Thane, Maharashtra, India",5 months ago
871,Business Analyst,Inspiration Manpower Consultancy Pvt Ltd.,https://in.linkedin.com/company/kpmgindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",3 months ago
872,SEO Analyst,Uplers,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bhopal, Madhya Pradesh, India",3 months ago
873,Performance Marketing Analyst- WFH,Uplers,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, India",1 week ago
874,Business Analyst,Zartek Technologies,https://in.linkedin.com/company/texilaconsortium?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kochi, Kerala, India",2 weeks ago
875,Business Analyst- Digital Innovation Group,PharmaLex,https://www.linkedin.com/company/facilio-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 week ago
876,Business Analyst(Service Now) - A4895,Nisum,https://in.linkedin.com/company/netwininfosolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 weeks ago
877,Business Analyst III,VARITE INC,https://in.linkedin.com/company/ziniosedge?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",5 months ago
878,Business Analyst - Software Development,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",3 months ago
879,Business Analyst,Alp Consulting Ltd.,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
880,Business Analyst,Alp Consulting Ltd.,https://in.linkedin.com/company/talentxo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
881,BA profile with SFDC,Fusion Plus Solutions Inc,https://www.linkedin.com/company/margadarsi-chit-fund-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 months ago
882,Business Analyst,The Talent Keepers,https://in.linkedin.com/company/dimensions-hrd-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, India",1 week ago
883,Business Analyst,Process Genie Solutions,https://in.linkedin.com/company/scopehrs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",3 months ago
884,Business analyst manager,Qween Network LLP,https://www.linkedin.com/company/thermo-fisher-scientific?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
885,"Business Analyst, AVP",NatWest Group,https://www.linkedin.com/company/virtusa?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",4 weeks ago
886,Require now_ Business _Analyst,Acura Solutions,https://in.linkedin.com/company/digzplacements?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 months ago
887,Technology Enablement SFDC - Business Analyst Manager,KPMG India,https://www.linkedin.com/company/eli-lilly-and-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
888,Business Analyst II (T),"RealPage, Inc.",https://in.linkedin.com/company/ltimindtree?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
889,Business Analyst with US healthcare,IDESLABS PRIVATE LIMITED,https://www.linkedin.com/company/w3caretech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 months ago
890,Business Analyst,Texila American University Consortium,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Coimbatore, Tamil Nadu, India",6 months ago
891,Enterprise SaaS Business Analyst,Facilio,https://in.linkedin.com/company/hcltech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
892,Business Analyst,Netwin Infosolutions,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
893,Business Analyst_ Pune ( Radhika),"ZiniosEdge Software Technologies Pvt Ltd.,",https://in.linkedin.com/company/posist-technologies-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",2 months ago
894,Data Architect (4-6 years) (UK Shift)_Bharti_cre,CodersBrain,https://in.linkedin.com/company/changeleaders?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
895,BA with Healthcare Domain,Virtusa,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Andhra Pradesh, India",1 month ago
896,Business Analyst,TalentXO,https://in.linkedin.com/company/hirexzo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",5 days ago
897,Business Analyst,MARGADARSI CHIT FUND PRIVATE LIMITED,https://www.linkedin.com/company/infor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
898,Head Business Analyst,Dimensions HRD Consultants,https://in.linkedin.com/company/iskylar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
